TIME;LIN2_VmSize;LIN2_VmData;LIN2_RSS;LIN2_byte_letti__sec;LIN2_byte_scritti__sec;;;;;;
288960;736308;667932;43084;131170919;64664445;;;;;;
289080;736308;667932;43084;119709383;64103621;;;;;;
289200;736308;667932;43084;131749787;66659459;;;;;;
289320;736308;667932;43084;125077002;63685860;;;;;;
289440;736308;667932;43084;111432873;64240132;;;;;;
289560;736308;667932;43084;114972329;64581909;;;;;;
289680;736308;667932;43084;134512405;65530513;;;;;;
289800;736308;667932;43084;126225897;67444594;;;;;;
289920;736308;667932;43084;132990290;69645301;;;;;;
290040;736308;667932;43084;110779440;62913044;;;;;;
290160;736308;667932;43084;116968892;66250962;;;;;;
290280;736308;667932;43084;124866880;68233616;;;;;;
290400;736308;667932;43084;123947944;64439337;;;;;;
290520;736308;667932;43084;113462367;61717580;;;;;;
290640;736308;667932;43084;123659354;65477739;;;;;;
290760;736308;667932;43084;127164688;64589456;;;;;;
290880;736308;667932;43084;133359424;68990893;;;;;;
291000;736308;667932;43084;132673177;68488726;;;;;;
291120;736308;667932;43084;124066146;67384525;;;;;;
291240;736308;667932;43084;126187815;67194398;;;;;;
291360;736308;667932;43084;130395230;68301637;;;;;;
291480;736308;667932;43084;126092217;61259704;;;;;;
291600;736308;667932;43084;127718131;65405520;;;;;;
291720;736308;667932;43084;120395307;62144085;;;;;;
291840;736308;667932;43084;123858020;66270226;;;;;;
291960;736308;667932;43084;122427679;67225742;;;;;;
292080;736308;667932;43084;130156045;63471657;;;;;;
292200;736308;667932;43084;122823471;66632190;;;;;;
292320;736308;667932;43084;130401878;62696890;;;;;;
292440;736308;667932;43084;133461379;66402880;;;;;;
292560;736308;667932;43084;127527277;67555024;;;;;;
292680;736308;667932;43084;126700935;69705674;;;;;;
292800;736308;667932;43084;124852230;65042635;;;;;;
292920;736308;667932;43084;119565946;63046096;;;;;;
293040;736308;667932;43084;121940815;66770933;;;;;;
293160;736308;667932;43084;113069669;62274743;;;;;;
293280;736308;667932;43084;137993528;68073919;;;;;;
293400;736308;667932;43084;117150960;63103604;;;;;;
293520;736308;667932;43084;120054903;65991107;;;;;;
293640;736308;667932;43084;123181662;67118809;;;;;;
293760;736308;667932;43084;137506556;62492564;;;;;;
293880;736308;667932;43084;133605395;63085764;;;;;;
294000;736308;667932;43084;126191506;66402372;;;;;;
294120;736308;667932;43084;120877794;67356225;;;;;;
294240;736308;667932;43084;128147637;67180097;;;;;;
294360;736308;667932;43084;129174090;68345639;;;;;;
294480;736308;667932;43084;127849452;63596218;;;;;;
294600;736308;667932;43084;130210955;65080023;;;;;;
294720;736308;667932;43084;127154166;67894566;;;;;;
294840;736308;667932;43084;127425795;68384727;;;;;;
294960;736308;667932;43084;127482849;64854185;;;;;;
295080;736308;667932;43084;117484307;64992429;;;;;;
295200;736308;667932;43084;126484234;61885329;;;;;;
295320;736308;667932;43084;127302197;66725574;;;;;;
295440;736308;667932;43084;122582764;67252006;;;;;;
295560;736308;667932;43084;119978367;64787518;;;;;;
295680;736308;667932;43084;119920719;64095576;;;;;;
295800;736308;667932;43084;124562375;66905781;;;;;;
295920;736308;667932;43084;122931773;63947108;;;;;;
296040;736308;667932;43084;141121962;71817983;;;;;;
296160;736308;667932;43084;119281788;63873982;;;;;;
296280;736308;667932;43084;119151069;64875998;;;;;;
296400;736308;667932;43084;125005090;68805761;;;;;;
296520;736308;667932;43084;129808580;62772666;;;;;;
296640;736308;667932;43084;120474328;65759968;;;;;;
296760;736308;667932;43084;119673390;62496122;;;;;;
296880;736308;667932;43084;129838237;64919026;;;;;;
297000;736308;667932;43084;117872716;66926995;;;;;;
297120;736308;667932;43084;137533663;68192156;;;;;;
297240;736308;667932;43084;124535602;67292907;;;;;;
297360;736308;667932;43084;130523739;62930715;;;;;;
297480;736308;667932;43084;133847542;68316168;;;;;;
297600;736308;667932;43084;116459990;64297730;;;;;;
297720;736308;667932;43084;132927512;65230794;;;;;;
297840;736308;667932;43084;129028790;66426576;;;;;;
297960;736308;667932;43084;126810911;68474237;;;;;;
298080;736308;667932;43084;110778377;62902198;;;;;;
298200;736308;667932;43084;126166105;65752105;;;;;;
298320;736308;667932;43084;126058514;68361034;;;;;;
298440;736308;667932;43084;130219215;65891713;;;;;;
298560;736308;667932;43084;122270688;65836344;;;;;;
298680;736308;667932;43084;134708347;64211696;;;;;;
298800;736308;667932;43084;121845045;66745960;;;;;;
298920;736308;667932;43084;123548207;65719817;;;;;;
299040;736308;667932;43084;133877761;65051712;;;;;;
299160;736308;667932;43084;124338639;63456925;;;;;;
299280;736308;667932;43084;126041186;67348725;;;;;;
299400;736308;667932;43084;133443955;67974922;;;;;;
299520;736308;667932;43084;117940362;65399951;;;;;;
299640;736308;667932;43084;121778535;65902428;;;;;;
299760;736308;667932;43084;133002937;66134891;;;;;;
299880;736308;667932;43084;128348070;68444425;;;;;;
300000;736308;667932;43084;125963036;64230377;;;;;;
300120;736308;667932;43084;125919579;67795450;;;;;;
300240;736308;667932;43084;121593210;65513720;;;;;;
300360;736308;667932;43084;132135571;64397333;;;;;;
300480;736308;667932;43084;138148089;64608651;;;;;;
300600;736308;667932;43084;126773941;64853083;;;;;;
300720;736308;667932;43084;124176022;65378336;;;;;;
300840;736308;667932;43084;115102640;66358996;;;;;;
300960;736308;667932;43084;128260211;69591850;;;;;;
301080;736308;667932;43084;123022916;63443442;;;;;;
301200;736308;667932;43084;130129126;68920105;;;;;;
301320;736308;667932;43084;115839430;63200290;;;;;;
301440;736308;667932;43084;123466381;63297655;;;;;;
301560;736308;667932;43084;136644084;68059060;;;;;;
301680;736308;667932;43084;119764489;68603760;;;;;;
301800;736308;667932;43084;129282077;63280188;;;;;;
301920;736308;667932;43084;135259781;66540462;;;;;;
302040;736308;667932;43084;130433803;67123568;;;;;;
302160;736308;667932;43084;129980465;66378873;;;;;;
302280;736308;667932;43084;129454278;69706298;;;;;;
302400;736308;667932;43084;135320557;65579220;;;;;;
302520;736308;667932;43084;139484867;66955455;;;;;;
302640;736308;667932;43084;132372078;66910665;;;;;;
302760;736308;667932;43084;126171382;67492377;;;;;;
302880;736308;667932;43084;135602238;66259755;;;;;;
303000;736308;667932;43084;135879573;64878344;;;;;;
303120;736308;667932;43084;125819443;67453741;;;;;;
303240;736308;667932;43084;113219551;65372512;;;;;;
303360;736308;667932;43084;118915986;66255795;;;;;;
303480;736308;667932;43084;131270954;66157064;;;;;;
303600;736308;667932;43084;121306982;63595721;;;;;;
303720;736308;667932;43084;124278414;61635656;;;;;;
303840;736308;667932;43084;128171826;65698859;;;;;;
303960;736308;667932;43084;133488660;70147023;;;;;;
304080;736308;667932;43084;120290838;67201102;;;;;;
304200;736308;667932;43084;118019884;63882813;;;;;;
304320;736308;667932;43084;134159319;67815555;;;;;;
304440;736308;667932;43084;133464874;67448469;;;;;;
304560;736308;667932;43084;129188804;64978652;;;;;;
304680;736308;667932;43084;129245762;64065431;;;;;;
304800;736308;667932;43084;125749154;61226303;;;;;;
304920;736308;667932;43084;126412598;67835492;;;;;;
305040;736308;667932;43084;127481960;65681996;;;;;;
305160;736308;667932;43084;132037171;68193476;;;;;;
305280;736308;667932;43084;141209717;69833341;;;;;;
305400;736308;667932;43084;117457204;64695671;;;;;;
305520;736308;667932;43084;125512095;62950580;;;;;;
305640;736308;667932;43084;123651151;66359673;;;;;;
305760;736308;667932;43084;130081140;66493595;;;;;;
305880;736308;667932;43084;134423715;66555398;;;;;;
306000;736308;667932;43084;121449939;61847147;;;;;;
306120;736308;667932;43084;123454043;60576604;;;;;;
306240;736308;667932;43084;130323361;68341478;;;;;;
306360;736308;667932;43084;117997530;63148830;;;;;;
306480;736308;667932;43084;125733500;62053340;;;;;;
306600;736308;667932;43084;128853391;69728930;;;;;;
306720;736308;667932;43084;120505454;62848401;;;;;;
306840;736308;667932;43452;125499670;66064887;;;;;;
306960;736308;667932;43084;117720132;64596988;;;;;;
307080;736308;667932;43084;123570404;65073162;;;;;;
307200;736308;667932;43084;133805149;67452412;;;;;;
307320;736308;667932;43084;126932910;61284706;;;;;;
307440;736308;667932;43084;127122850;64236429;;;;;;
307560;736308;667932;43496;138498711;64491018;;;;;;
307680;736308;667932;43084;126454121;65407083;;;;;;
307800;736308;667932;43084;120169927;62501099;;;;;;
307920;736308;667932;43084;126011064;68543292;;;;;;
308040;736308;667932;43084;130724652;68518594;;;;;;
308160;736308;667932;43084;125986580;66283688;;;;;;
308280;736308;667932;43084;128196928;66092288;;;;;;
308400;736308;667932;43084;131004745;64543928;;;;;;
308520;736308;667932;43084;116985985;63048233;;;;;;
308640;736308;667932;43084;127173144;66703550;;;;;;
308760;736308;667932;43084;136616275;70438882;;;;;;
308880;736308;667932;43084;115234110;66139059;;;;;;
309000;736308;667932;43084;135056485;67551228;;;;;;
309120;736308;667932;43084;129938346;66823968;;;;;;
309240;736308;667932;43084;112224028;62316359;;;;;;
309360;736308;667932;43084;122654357;70533372;;;;;;
309480;736308;667932;43084;125600291;64485002;;;;;;
309600;736308;667932;43084;126943993;66804818;;;;;;
309720;736308;667932;43084;115564991;67347431;;;;;;
309840;736308;667932;43084;123544375;70108938;;;;;;
309960;736308;667932;43084;134542255;67946500;;;;;;
310080;736308;667932;43084;124065569;63783089;;;;;;
310200;736308;667932;43084;141046159;68371712;;;;;;
310320;736308;667932;43084;127148152;62686630;;;;;;
310440;736308;667932;43084;127343891;67210816;;;;;;
310560;736308;667932;43084;129487950;63384673;;;;;;
310680;736308;667932;43084;132437606;63626354;;;;;;
310800;736308;667932;43084;130985062;62769502;;;;;;
310920;736308;667932;43084;124418078;63139386;;;;;;
311040;736308;667932;43084;123494957;62863178;;;;;;
311160;736308;667932;43084;132331985;67416219;;;;;;
311280;736308;667932;43084;128381806;66411403;;;;;;
311400;736308;667932;43084;132534408;63204044;;;;;;
311520;736308;667932;43084;119759544;64678969;;;;;;
311640;736308;667932;43084;131851119;68169240;;;;;;
311760;736308;667932;43084;136113777;68867808;;;;;;
311880;736308;667932;43084;132298723;61437604;;;;;;
312000;736308;667932;43084;140132761;67593545;;;;;;
312120;736308;667932;43084;122706948;65771709;;;;;;
312240;736308;667932;43084;137032816;66788255;;;;;;
312360;736308;667932;43084;121319469;61042604;;;;;;
312480;736308;667932;43084;116671001;62087750;;;;;;
312600;736308;667932;43084;127385098;65976836;;;;;;
312720;736308;667932;43328;138449162;65404487;;;;;;
312840;736308;667932;43328;125164080;66764486;;;;;;
312960;736308;667932;43332;127361258;66734594;;;;;;
313080;736308;667932;43336;133861016;63831682;;;;;;
313200;736308;667932;43336;131715147;67247025;;;;;;
313320;736308;667932;43336;126783035;63684432;;;;;;
313440;736308;667932;43336;131112374;67355696;;;;;;
313560;736308;667932;43336;129499591;69116654;;;;;;
313680;736308;667932;43336;133435926;68053824;;;;;;
313800;736308;667932;43336;124693748;64271534;;;;;;
313920;736308;667932;43336;138212039;66699392;;;;;;
314040;736308;667932;43336;113258439;62720387;;;;;;
314160;736308;667932;43336;134538989;65711355;;;;;;
314280;736308;667932;43336;131078355;65870449;;;;;;
314400;736308;667932;43336;133348972;67046170;;;;;;
314520;736308;667932;43336;113360962;60597737;;;;;;
314640;736308;667932;43336;123316964;61581251;;;;;;
314760;736308;667932;43412;127720204;65580415;;;;;;
314880;736308;667932;43336;118953966;67960605;;;;;;
315000;736308;667932;43336;128331240;66814090;;;;;;
315120;736308;667932;43336;127099981;64050666;;;;;;
315240;736308;667932;43336;131934251;65013662;;;;;;
315360;736308;667932;43336;126440036;63149704;;;;;;
315480;736308;667932;43336;121655832;67055342;;;;;;
315600;736308;667932;43356;118990116;62368454;;;;;;
315720;736308;667932;43336;116081623;64510375;;;;;;
315840;736308;667932;43336;134495306;67467778;;;;;;
315960;736308;667932;43336;131739305;64914057;;;;;;
316080;736308;667932;43336;117726239;65836732;;;;;;
316200;736308;667932;43336;126483017;68774275;;;;;;
316320;736308;667932;43336;135801420;65248625;;;;;;
316440;736308;667932;43336;128634306;67082589;;;;;;
316560;736308;667932;43336;124954266;63639012;;;;;;
316680;736308;667932;43336;123189601;66277114;;;;;;
316800;736308;667932;43336;129696690;65662619;;;;;;
316920;736308;667932;43336;136637145;66646810;;;;;;
317040;736308;667932;43336;136020934;61765124;;;;;;
317160;736308;667932;43336;123883459;62254090;;;;;;
317280;736308;667932;43336;124016342;67094424;;;;;;
317400;736308;667932;43336;134742444;64922286;;;;;;
317520;736308;667932;43336;121877421;67183810;;;;;;
317640;736308;667932;43336;135884521;66007320;;;;;;
317760;736308;667932;43336;135056068;65612963;;;;;;
317880;736308;667932;43336;136171598;63976216;;;;;;
318000;736308;667932;43612;136215599;69922895;;;;;;
318120;736308;667932;43336;134923253;64655509;;;;;;
318240;736308;667932;43336;111841034;63513020;;;;;;
318360;736308;667932;43336;132613275;72347319;;;;;;
318480;736308;667932;43336;132848207;66668261;;;;;;
318600;736308;667932;43336;132501110;64289054;;;;;;
318720;736308;667932;43336;116601983;65099824;;;;;;
318840;736308;667932;43336;138918470;62015900;;;;;;
318960;736308;667932;43336;125620981;63968546;;;;;;
319080;736308;667932;43336;127112876;68498072;;;;;;
319200;736308;667932;43336;139086030;63024221;;;;;;
319320;736308;667932;43336;126915715;64101904;;;;;;
319440;736312;667936;43336;122378843;66524610;;;;;;
319560;736308;667932;43132;119420733;66411471;;;;;;
319680;736308;667932;43132;126959477;63776240;;;;;;
319800;736308;667932;43132;127361731;67083957;;;;;;
319920;736308;667932;43132;107736273;61875208;;;;;;
320040;736308;667932;43132;122303801;63692137;;;;;;
320160;736308;667932;43132;138614230;66202998;;;;;;
320280;736308;667932;43132;120697715;65663530;;;;;;
320400;736308;667932;43236;134924401;68047711;;;;;;
320520;736308;667932;43296;128893024;63747305;;;;;;
320640;736308;667932;43328;125338793;63775077;;;;;;
320760;736308;667932;43328;119856522;62645137;;;;;;
320880;736308;667932;43328;129827302;68762756;;;;;;
321000;736308;667932;43328;124940829;68414139;;;;;;
321120;736308;667932;43516;126526823;66867769;;;;;;
321240;736308;667932;43388;126178108;62755393;;;;;;
321360;736308;667932;43348;130262910;64109992;;;;;;
321480;736308;667932;43348;123186971;69303331;;;;;;
321600;736308;667932;43364;125647337;63560444;;;;;;
321720;736308;667932;43364;118981021;64435100;;;;;;
321840;736308;667932;43364;120743323;59131906;;;;;;
321960;736308;667932;43364;113771429;64319967;;;;;;
322080;736308;667932;43364;132575415;66538891;;;;;;
322200;736308;667932;43364;130424536;69207702;;;;;;
322320;736308;667932;43368;125562090;64926624;;;;;;
322440;736308;667932;43368;123138016;68646809;;;;;;
322560;736308;667932;43384;128888614;62864639;;;;;;
322680;736308;667932;43384;119700137;64616992;;;;;;
322800;736308;667932;43384;123916769;65527751;;;;;;
322920;736308;667932;43384;127061715;63530304;;;;;;
323040;736308;667932;43384;116773532;64513076;;;;;;
323160;736308;667932;43384;132901441;66725817;;;;;;
323280;736308;667932;43384;133004870;69758618;;;;;;
323400;736308;667932;43384;117257803;67085176;;;;;;
323520;736308;667932;43384;129732310;70526128;;;;;;
323640;736308;667932;43384;123017511;67239523;;;;;;
323760;736308;667932;43396;122901561;63012762;;;;;;
323880;736308;667932;43396;121324099;61331237;;;;;;
324000;736308;667932;43396;130002670;65542078;;;;;;
324120;736308;667932;43396;118806502;63880595;;;;;;
324240;736308;667932;43396;123973253;64202435;;;;;;
324360;736308;667932;43396;114741802;64550699;;;;;;
324480;736308;667932;43396;131977399;67122312;;;;;;
324600;736308;667932;43396;139672438;65552519;;;;;;
324720;736308;667932;43396;129882070;65638700;;;;;;
324840;736308;667932;43396;122314485;63535377;;;;;;
324960;736308;667932;43396;129045729;68541389;;;;;;
325080;736308;667932;43396;120471689;68981667;;;;;;
325200;736308;667932;43396;121316886;63595893;;;;;;
325320;736308;667932;43396;124225118;64772641;;;;;;
325440;736308;667932;43396;126919442;68024048;;;;;;
325560;736308;667932;43396;128003206;63483820;;;;;;
325680;736308;667932;43396;140203205;69551438;;;;;;
325800;736308;667932;43396;124716248;68456124;;;;;;
325920;736308;667932;43396;133710825;64439793;;;;;;
326040;736308;667932;43396;128779894;69218792;;;;;;
326160;736308;667932;43396;140179479;65991276;;;;;;
326280;736308;667932;43396;124716176;66959454;;;;;;
326400;736308;667932;43396;135887152;66789213;;;;;;
326520;736308;667932;43396;125854639;67406534;;;;;;
326640;736308;667932;43396;122064394;64305344;;;;;;
326760;736308;667932;43396;131070811;66961026;;;;;;
326880;736308;667932;43400;134436631;64516844;;;;;;
327000;736308;667932;43400;140386527;65696348;;;;;;
327120;736308;667932;43400;120588121;64896543;;;;;;
327240;736308;667932;43400;132121456;65205097;;;;;;
327360;736308;667932;43400;123185765;63751926;;;;;;
327480;736308;667932;43400;122066033;64845816;;;;;;
327600;736308;667932;43400;131516511;65088090;;;;;;
327720;736308;667932;43400;128287824;65787228;;;;;;
327840;736308;667932;43400;128006303;61359361;;;;;;
327960;736308;667932;43400;118269609;64311667;;;;;;
328080;736308;667932;43400;145359321;66868216;;;;;;
328200;736308;667932;43064;133317717;70224793;;;;;;
328320;736308;667932;43064;133133677;65082283;;;;;;
328440;736308;667932;43064;126220612;66121183;;;;;;
328560;736308;667932;43064;124036280;68146713;;;;;;
328680;736308;667932;43064;129020055;65043326;;;;;;
328800;736308;667932;43064;122620039;63009959;;;;;;
328920;736308;667932;43064;125206043;65122122;;;;;;
329040;736308;667932;43064;117205462;65102778;;;;;;
329160;736308;667932;43064;126965941;64084213;;;;;;
329280;736308;667932;43064;113791166;64056810;;;;;;
329400;736308;667932;42528;119393812;66770853;;;;;;
329520;736308;667932;42528;129488173;65170897;;;;;;
329640;736308;667932;42528;131040483;65089261;;;;;;
329760;736308;667932;42528;124716700;66461836;;;;;;
329880;736308;667932;42528;129349945;69783466;;;;;;
330000;736308;667932;42528;131979527;71471961;;;;;;
330120;736308;667932;42528;116333105;66283892;;;;;;
330240;736308;667932;42528;129488068;66214596;;;;;;
330360;736308;667932;42528;133017343;67465775;;;;;;
330480;736308;667932;42528;132468689;62274787;;;;;;
330600;736308;667932;42528;137374111;68624481;;;;;;
330720;736308;667932;42528;126204983;62558088;;;;;;
330840;736308;667932;42528;126604815;68945602;;;;;;
330960;736308;667932;42528;122460570;63376399;;;;;;
331080;736308;667932;42528;135484696;68004127;;;;;;
331200;736308;667932;42528;132931978;63092061;;;;;;
331320;736308;667932;42528;127530864;64210446;;;;;;
331440;736308;667932;42528;116117586;63246029;;;;;;
331560;736308;667932;42528;141349850;65269310;;;;;;
331680;736308;667932;42528;128334905;67536124;;;;;;
331800;736308;667932;42528;127419918;65167753;;;;;;
331920;736308;667932;42528;134176352;67452762;;;;;;
332040;736308;667932;42528;125757642;66228142;;;;;;
332160;736308;667932;42528;127171222;66198621;;;;;;
332280;736308;667932;42528;137420231;67162722;;;;;;
332400;736308;667932;42528;126318218;68427736;;;;;;
332520;736308;667932;42528;127158214;62091059;;;;;;
332640;736308;667932;42528;135522383;66438742;;;;;;
332760;736308;667932;42528;126664149;66807349;;;;;;
332880;736308;667932;42528;139084055;67989012;;;;;;
333000;736308;667932;42528;120352194;62590412;;;;;;
333120;736308;667932;42528;130661625;60636009;;;;;;
333240;736308;667932;42528;123693855;66352510;;;;;;
333360;736308;667932;42528;126196328;66224680;;;;;;
333480;736308;667932;42528;133052662;66409841;;;;;;
333600;736308;667932;42528;107285881;61649382;;;;;;
333720;736308;667932;42528;129373072;65971218;;;;;;
333840;736308;667932;42528;122591443;68337371;;;;;;
333960;736308;667932;42528;126093870;68463363;;;;;;
334080;736308;667932;42528;126582614;66934178;;;;;;
334200;736308;667932;42528;124244647;70279396;;;;;;
334320;736308;667932;42528;128628504;65400986;;;;;;
334440;736308;667932;42528;129366778;64164289;;;;;;
334560;736308;667932;42528;119549290;63232774;;;;;;
334680;736308;667932;42528;121534402;63523949;;;;;;
334800;736308;667932;42528;128862448;64926261;;;;;;
334920;736308;667932;42528;114133589;64119906;;;;;;
335040;736308;667932;42528;138762036;68765084;;;;;;
335160;736308;667932;42528;122903589;64018399;;;;;;
335280;736308;667932;42528;124762035;65775111;;;;;;
335400;736308;667932;42528;131646469;69424473;;;;;;
335520;736308;667932;42528;126084484;66784308;;;;;;
335640;736308;667932;42528;107227151;62116227;;;;;;
335760;736308;667932;42528;125921747;69103028;;;;;;
335880;736308;667932;42528;132116075;62368638;;;;;;
336000;736308;667932;42528;118992115;63960844;;;;;;
336120;736308;667932;42528;123154986;66067737;;;;;;
336240;736308;667932;42528;120658668;61612461;;;;;;
336360;736308;667932;42528;123310736;62549736;;;;;;
336480;736308;667932;42528;131703908;66307986;;;;;;
336600;736308;667932;42528;129577777;67137267;;;;;;
336720;736308;667932;42528;123839849;65361235;;;;;;
336840;736308;667932;42528;126285896;66110749;;;;;;
336960;736308;667932;42528;128603543;65670408;;;;;;
337080;736308;667932;42556;127091120;67562359;;;;;;
337200;736308;667932;42556;124881720;65749153;;;;;;
337320;736308;667932;42556;128236252;68639193;;;;;;
337440;736308;667932;42556;128001191;69177044;;;;;;
337560;736308;667932;42556;131821840;64136321;;;;;;
337680;736308;667932;42556;136545215;69498247;;;;;;
337800;736308;667932;42556;109137148;67139471;;;;;;
337920;736308;667932;42556;125916851;63152964;;;;;;
338040;736308;667932;42556;126106680;68078062;;;;;;
338160;736308;667932;42556;128618581;62146965;;;;;;
338280;736308;667932;42556;126351562;71699791;;;;;;
338400;736308;667932;42556;125671235;62680447;;;;;;
338520;736308;667932;42556;127181824;66684366;;;;;;
338640;736308;667932;42556;123955928;67855394;;;;;;
338760;736308;667932;42556;127076114;65070814;;;;;;
338880;736308;667932;42556;132323917;66848609;;;;;;
339000;736308;667932;42556;130941639;65652739;;;;;;
339120;736308;667932;42556;124940144;68649967;;;;;;
339240;736308;667932;42556;129939107;63689865;;;;;;
339360;736308;667932;42556;130642350;66211134;;;;;;
339480;736308;667932;42556;125783220;63197172;;;;;;
339600;736308;667932;42556;134468503;66006896;;;;;;
339720;736308;667932;42556;125212239;66624676;;;;;;
339840;736308;667932;42556;120031887;64119981;;;;;;
339960;736308;667932;42556;129935860;69506163;;;;;;
340080;736308;667932;42556;128283106;66025422;;;;;;
340200;736308;667932;42556;133349120;66504734;;;;;;
340320;736308;667932;42556;128087660;62304640;;;;;;
340440;736308;667932;42556;130360683;68188431;;;;;;
340560;736308;667932;42556;135551649;63750830;;;;;;
340680;736308;667932;42556;132857231;62234554;;;;;;
340800;736308;667932;42556;127941160;65003849;;;;;;
340920;736308;667932;42556;126424306;62613071;;;;;;
341040;736308;667932;42556;131094358;65084910;;;;;;
341160;736308;667932;42556;121539155;63271630;;;;;;
341280;736308;667932;42556;125832965;64513216;;;;;;
341400;736308;667932;42556;123053165;63548320;;;;;;
341520;736308;667932;42556;136990289;67732829;;;;;;
341640;736308;667932;42556;125982882;66044570;;;;;;
341760;736308;667932;42556;138511979;68329222;;;;;;
341880;736308;667932;42556;116596294;62604765;;;;;;
342000;736308;667932;42556;133518958;63073576;;;;;;
342120;736308;667932;42556;123746181;65218147;;;;;;
342240;736308;667932;42556;133485176;65847714;;;;;;
342360;736308;667932;42556;115039539;61909367;;;;;;
342480;736308;667932;42556;136962591;67766922;;;;;;
342600;736308;667932;42556;141174330;63163378;;;;;;
342720;736308;667932;42556;144403554;68964592;;;;;;
342840;736308;667932;42556;114940491;62755434;;;;;;
342960;736308;667932;42556;118581018;66097547;;;;;;
343080;736308;667932;42556;120147311;64685016;;;;;;
343200;736308;667932;42556;126861450;64801327;;;;;;
343320;736308;667932;42556;118124457;65688729;;;;;;
343440;736308;667932;42556;134283397;63242620;;;;;;
343560;736308;667932;42556;117365352;60676899;;;;;;
343680;736308;667932;42556;124444951;67268028;;;;;;
343800;736308;667932;42556;123502978;63249998;;;;;;
343920;736308;667932;42556;119830351;65444895;;;;;;
344040;736308;667932;42556;129067372;66218724;;;;;;
344160;736308;667932;42556;127634922;67332636;;;;;;
344280;736308;667932;42556;120665367;62279317;;;;;;
344400;736308;667932;42556;123753321;64201336;;;;;;
344520;736308;667932;42556;130214927;64962924;;;;;;
344640;736308;667932;42556;130387570;65761127;;;;;;
344760;736308;667932;42556;130155544;65571087;;;;;;
344880;736308;667932;42556;134857700;70947696;;;;;;
345000;736308;667932;42556;123100807;63878471;;;;;;
345120;736308;667932;42556;126955142;62885087;;;;;;
345240;736308;667932;42556;120617393;65355811;;;;;;
345360;736308;667932;42556;139525281;66247007;;;;;;
345480;736308;667932;42556;123394225;65143333;;;;;;
345600;736308;667932;42556;132705131;63017198;;;;;;
345720;736308;667932;42556;130965540;64698835;;;;;;
345840;736308;667932;42556;112373098;64940482;;;;;;
345960;736308;667932;42556;127660678;63950610;;;;;;
346080;736308;667932;42556;126962834;66688004;;;;;;
346200;736308;667932;42556;127298054;67471037;;;;;;
346320;736308;667932;42556;129779102;64970019;;;;;;
346440;736308;667932;42556;133517462;61641995;;;;;;
346560;736308;667932;42556;127794831;65739160;;;;;;
346680;736308;667932;42556;118224453;65348387;;;;;;
346800;736308;667932;42556;124920430;63655231;;;;;;
346920;736308;667932;42556;127746964;66044932;;;;;;
347040;736308;667932;42556;130058150;61316127;;;;;;
347160;736308;667932;42556;123199831;67774923;;;;;;
347280;736308;667932;42556;124577452;65588070;;;;;;
347400;736308;667932;42556;145150325;64349935;;;;;;
347520;736308;667932;42556;127643843;63509029;;;;;;
347640;736308;667932;42556;130265675;65286826;;;;;;
347760;736308;667932;42556;115410609;63765591;;;;;;
347880;736308;667932;42556;120099257;64621175;;;;;;
348000;736308;667932;42556;122841639;64025945;;;;;;
348120;736308;667932;42556;124504342;65247157;;;;;;
348240;736308;667932;42556;115300330;63316416;;;;;;
348360;736308;667932;42556;132913847;71134235;;;;;;
348480;736308;667932;42556;132713745;67800194;;;;;;
348600;736308;667932;42556;122535623;63398495;;;;;;
348720;736308;667932;42556;122103544;64033805;;;;;;
348840;736308;667932;42556;132895848;63998888;;;;;;
348960;736308;667932;42556;113360903;65745038;;;;;;
349080;736308;667932;42556;130804023;68717161;;;;;;
349200;736308;667932;42556;124924100;60974356;;;;;;
349320;736308;667932;42556;128224663;63580462;;;;;;
349440;736308;667932;42556;117464100;66401148;;;;;;
349560;736308;667932;42556;143033490;65442909;;;;;;
349680;736308;667932;42556;121531767;65557595;;;;;;
349800;736308;667932;42556;129512405;64875657;;;;;;
349920;736308;667932;42556;122608151;64727675;;;;;;
350040;736308;667932;42556;127266637;67460555;;;;;;
350160;736308;667932;42556;145303930;70349511;;;;;;
350280;736308;667932;42556;126409422;64363586;;;;;;
350400;736308;667932;42556;120821134;63143815;;;;;;
350520;736308;667932;42556;127596164;66008527;;;;;;
350640;736308;667932;42556;132517012;64290257;;;;;;
350760;736308;667932;42556;118925858;60261094;;;;;;
350880;736308;667932;42556;126108819;68750932;;;;;;
351000;736308;667932;42556;119391633;69896668;;;;;;
351120;736308;667932;42556;136160165;69066248;;;;;;
351240;736308;667932;42556;124270361;66726975;;;;;;
351360;736308;667932;42556;126690834;65419564;;;;;;
351480;736308;667932;42556;120272920;61587140;;;;;;
351600;736308;667932;42556;122144200;62844505;;;;;;
351720;736308;667932;42556;133322674;63562047;;;;;;
351840;736308;667932;42556;119927306;62930957;;;;;;
351960;736308;667932;42556;134841933;61063411;;;;;;
352080;736308;667932;42556;123347711;65598761;;;;;;
352200;736308;667932;42556;133694826;67098765;;;;;;
352320;736308;667932;42556;123689734;61496436;;;;;;
352440;736308;667932;42556;124710602;63967116;;;;;;
352560;736308;667932;42556;121809153;64250627;;;;;;
352680;736308;667932;42556;140805309;63487024;;;;;;
352800;736308;667932;42556;118595065;65294043;;;;;;
352920;736308;667932;42556;124993145;67520527;;;;;;
353040;736308;667932;42556;135900734;63667630;;;;;;
